,dhlabid,urn,title,authors,oaiid,sesamid,isbn10,city,timestamp,year,publisher,langs,subjects,ddc,genre,literaryform,doctype,ocr_creator,ocr_timestamp,genres
591,700023692.0,URN:NBN:no-nb_dhlab_700023692,NOU 2001 : 29 - Best i test ?,,,,,,2001-12-05 12:03:53,2001.0,"Nærings- og handelsdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,NOU,NOU,kudos,kudos,2022-06-09 11:23:38,
593,700022565.0,URN:NBN:no-nb_dhlab_700022565,Ot.prp . nr. 50 ( 2006-2007 ) : Om lov om offentlege styresmakters ansvar for kulturverksemd ( kulturlova ),,,,,,2007-04-13 11:45:00,2007.0,Kultur- og kirkedepartementet / Kultur- og likestillingsdepartementet / KUD,nn,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 12:12:20,
604,700000701.0,URN:NBN:no-nb_dhlab_700000701,Gjennomgang av Norsk kulturråd,Utredningsgruppe,,,,,2014-06-02 00:00:00,2014.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Evaluering,Rapport,kudos,kudos,2022-10-07 20:06:11,
612,700011029.0,URN:NBN:no-nb_dhlab_700011029,Årsrapport,,,,,,2018-03-05 00:00:00,2018.0,"Norges geologiske undersøkelse ( NGU ) / Norges geologiske undersøkelse / NGU / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",en,,,Årsrapport,Årsrapport,kudos,kudos,2022-10-13 20:52:10,
643,700023775.0,URN:NBN:no-nb_dhlab_700023775,St.meld . nr. 23 ( 1999-2000 ) : Om gjennomføring av råfiskloven og fiskeeksportloven i 1997 og 1998,,,,,,1999-12-17 00:00:00,1999.0,"Fiskeridepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Melding til Stortinget,Melding til Stortinget,kudos,kudos,2022-06-09 11:38:14,
649,700024944.0,URN:NBN:no-nb_dhlab_700024944,Tillegg til tildelingsbrev,,,,,,2022-06-21 00:00:00,2022.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Sjøfartsdirektoratet",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-10-06 21:04:18,
654,700019329.0,URN:NBN:no-nb_dhlab_700019329,Prop . 142 L ( 2012–2013 ) : Endringer i medieeierskapsloven,,,,,,2013-04-26 11:45:00,2013.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 11:35:43,
691,700005731.0,URN:NBN:no-nb_dhlab_700005731,En oversikt og vurdering av skatter og avgifter i fiskeflåten,"Samfunns- og næringslivsforskning / Steinshamn , Stein Ivar",,,978-82-491-0582-0,,2008-01-01 00:00:00,2008.0,"Nærings- og handelsdepartementet / Fiskeri- og kystdepartementet / Nærings- og fiskeridepartementet / Finansdepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / FIN / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Finans- og tolldepartementet",nb,,,Evaluering,,kudos,kudos,2022-10-24 11:01:37,
704,700007323.0,URN:NBN:no-nb_dhlab_700007323,Potensial for økt verdiskaping i lakse- og ørretoppdrettsnæringen,"SINTEF / SINTEF , Statens vegvesen / SINTEF Teknologi og samfunn / SINTEF Samferdselsteknikk / SINTEF Bygg og miljø / SINTEF Teknologi og samfunn . Helsetjenesteforskning / SINTEF Helse / SINTEF , Teknologi og samfunn / SINTEF Community / SINTEF Energiforskning / SINTEF IKT / Kontali Analyse / SINTEF petroleumsforskning / SINTEF Byggforsk / SINTEF fiskeri og havbruk / SINTEF Building and Infrastructure / SINTEF Digital / SINTEF NHL / Winther , Ulf / Sandberg , Merete Gisvold / Richardsen , Roger / Olafsen , Trude / Brandvik , Ruth Kongsvik / Hauvik , Jan-Harald",,,9788214051230,,2011-08-16 00:00:00,2011.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
706,700010593.0,URN:NBN:no-nb_dhlab_700010593,Å samla kunst . Samlingsutvikling ved norske kunstmuseum på 2000-talet,"Norsk kulturråd / ABM-utvikling - Statens senter for arkiv , bibliotek og museum / Kulturrådet / Kulturdirektoratet / Veiteberg , Jorunn",,,9788270811915,,2019-02-14 20:11:21,2019.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Studie,Rapport,kudos,kudos,2022-10-07 20:11:21,
712,700015134.0,URN:NBN:no-nb_dhlab_700015134,Tildelingsbrev ( . pdf ),,,,,,2021-06-08 00:00:00,2021.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD / Likestillings- og diskrimineringsombudet / LDO,no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 22:03:28,
716,700023914.0,URN:NBN:no-nb_dhlab_700023914,Årsrapport ( . pdf ),,,,,,2022-05-31 00:00:00,2022.0,Kunst i offentlege rom - KORO / Kunst i offentlige rom / KORO / KUNST I OFFENTLIGE ROM KORO / Kultur- og likestillingsdepartementet / KUD,en,,,Årsrapport,Årsrapport,kudos,kudos,2022-10-06 21:04:18,
746,700026069.0,URN:NBN:no-nb_dhlab_700026069,Oppdragsbrev,,,,,,2022-12-23 00:00:00,2022.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Innovasjon Norge / Innovasjon Noreg / Innovasjon Norge / Innovasjon Noreg",no,,,Ukategorisert,Oppdragsbrev,kudos,kudos,2023-01-16 01:00:36,
753,700012230.0,URN:NBN:no-nb_dhlab_700012230,Sats ferskt ! - Regjeringens ferskfiskstrategi,,,,,,2007-08-18 00:00:00,2007.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Ukategorisert,Plan/strategi,kudos,kudos,2022-10-06 14:08:02,
754,700009853.0,URN:NBN:no-nb_dhlab_700009853,Betenkning - privatkopiering,"Universitetet i Oslo / Universitetet i Oslo , Økonomisk institutt / Universitetet i Oslo , Institutt for sosiologi og samfunnsgeografi / Universitetet i Oslo , Institut for medier og kommunikasjon / Universitetet i Oslo , Pedagogisk forskningsinstitutt / Universitetet i Oslo : Pedagogisk forskningsinstitutt / Universitetet i Oslo ( UiO ) / Institutt for helse og samfunn , UiO / Institutt for privatrett / Senter for Europarett , UiO / Institutt for Offentlig rett , UiO / Institutt for kriminologi og rettssosiologi , UiO / Økonomisk institutt , UiO / Institutt for Kulturstudier og orientalske språk , UiO / UiO / Rognstad , Ole-Andreas",,,,,2020-09-21 20:11:08,2020.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Forhåndsutredning,Rapport,kudos,kudos,2022-10-20 14:08:38,
755,700000746.0,URN:NBN:no-nb_dhlab_700000746,Agder og Telemark ( . pdf ),,,,,,2015-03-04 00:00:00,2015.0,Kulturdepartementet / Kirkerådet og bispedømmerådene / Kultur- og likestillingsdepartementet / KUD,no,,,Ukategorisert,uspesifisert,kudos,kudos,2022-10-06 14:08:02,
763,700007230.0,URN:NBN:no-nb_dhlab_700007230,EXPO 2010 - Powered by OPS : evaluering av organisering av norsk deltakelse på EXPO 2010,"Oxford Research AS / Oxford research / Furre , Harald / Neset , Tore / Gustafsson , Mariana / Viblemo , Tor-Egil",,,,,2011-01-01 00:00:00,2011.0,"Nærings- og handelsdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",nb,,,Evaluering,,kudos,kudos,2022-10-24 11:01:37,
766,700023921.0,URN:NBN:no-nb_dhlab_700023921,Kulturdepartementets kulturhistoriske eiendommer,,,,,,2015-01-27 00:00:00,2015.0,Kultur- og likestillingsdepartementet / KUD,no,,,Ukategorisert,Plan/strategi,kudos,kudos,2022-10-06 14:08:02,
772,700009786.0,URN:NBN:no-nb_dhlab_700009786,Årsrapport ( . pdf ),,,,,,2016-05-30 00:00:00,2016.0,Kulturdepartementet / Kulturtanken - Den kulturelle skolesekken / KULTURTANKEN - DEN KULTURELLE SKOLESEKKEN NORGE / Kultur- og likestillingsdepartementet / KUD,en,,,Årsrapport,Årsrapport,kudos,kudos,2022-06-08 23:20:19,
783,700024858.0,URN:NBN:no-nb_dhlab_700024858,Tillegg til tildelingsbrev,,,,,,2022-02-10 00:00:00,2022.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Brønnøysundregistrene",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-10-06 21:04:18,
792,700001219.0,URN:NBN:no-nb_dhlab_700001219,Årsrapport,,,,,,2017-03-14 00:00:00,2017.0,"Design og arkitektur Norge ( DOGA ) / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",en,,,Årsrapport,Årsrapport,kudos,kudos,2022-06-08 22:23:16,
808,700013023.0,URN:NBN:no-nb_dhlab_700013023,Forenklingspotensialet i statlige tilskuddsordninger for frivillige organisasjoner : Sluttrapport,"KPMG / Sundet , Geir / Samuelsen , Martin",,,,,2016-04-21 20:08:01,2016.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Evaluering,Rapport,kudos,kudos,2022-10-07 20:08:01,
864,700012695.0,URN:NBN:no-nb_dhlab_700012695,NFDs tolkningsuttalelser om regler og føringer for eksportfinansiering,,,,,,2021-07-01 00:00:00,2021.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Eksportfinansiering Norge ( Eksfin ) / Eksfin / EKSPORTFINANSIERING NORGE / GIEK / Eksportkreditt Norge",no,,,Ukategorisert,uspesifisert,kudos,kudos,2022-10-06 14:08:02,
871,700016696.0,URN:NBN:no-nb_dhlab_700016696,Evaluering - Merverdiavgiftskompensasjon for frivillig sektor,,,,,,2012-12-10 00:00:00,2012.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Evaluering,Rapport,kudos,kudos,2022-10-06 14:00:00,
